DOEID,LRGSTATE,TYPEHUQ,HD65,CD65,KWH,WALLTYPE,YEARMADE,URBRUR,UGASHERE,TOTSQFT,TOTBASESQFT,TOTATTCSQFT,TOTGARGSQFT,TOTRHMSQFT,TOTHSQFT,TOTUSQFT,BASHSQFT,BASUSQFT,GARHSQFT,GARUSQFT,ATTHSQFT,ATTUSQFT,RHMHSQFT,RHMUSQFT,TOTCSQFT,TOTUCSQFT,BASCSQFT,BASUCSQFT,GARCSQFT,GARUCSQFT,ATTCSQFT,ATTUCSQFT,RHMCSQFT,RHMUCSQFT,HBUSNESS,OTHWORK,ATHOME,HHSEX,HHAGE,EMPLOYHH,SPOUSE,SDESCENT,NHSLDMEM,WORKPAY,RETIREPY,CASHBEN,NCASHBEN,MONEYPY,CUFEETNG,BTUNG,BTUELCDR,BTUELDWH,BTUELFZZ,BTUELRFG,BTUELCOL,BTUELWTH,BTUELSPH,BTUELAPL,BTUNGAPL,BTUNGWTH,BTUNGSPH,AGEHHMEM1,AGEHHMEMY
90,2,5,2144,1415,6592,2,5,2,1,773,0,0,0,773,0,773,0,0,0,0,0,0,0,773,193,773,0,0,0,0,0,0,0,773,0,0,0,2,43,2,0,0,2,1,0,0,0,18,81,8335,0,531,0,2907,2696,6930,0,9959,0,0,8335,43,16
91,0,4,5569,764,6087,1,5,3,0,858,0,0,0,858,858,0,0,0,0,0,0,0,858,0,0,858,0,0,0,0,0,0,0,858,0,0,0,1,26,2,1,0,2,1,0,0,0,10,564,76043,0,440,0,2136,0,5738,6888,6007,0,0,0,26,30
92,1,4,4836,1346,5450,1,1,1,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,333,666,0,0,0,0,0,0,0,666,0,0,1,1,35,1,1,1,5,0,0,0,0,4,116,11936,0,0,0,3448,3862,0,0,11285,11936,0,0,35,2
93,0,2,4644,1625,25254,3,7,4,0,4892,2400,0,400,2092,4492,400,2400,0,0,400,0,0,2092,0,4492,400,2400,0,0,400,0,0,2092,0,0,0,0,1,53,1,1,0,3,1,0,0,0,22,648,184294,0,1024,0,10905,23911,0,0,51351,0,13806,31469,53,25
94,0,1,4284,893,13444,3,5,4,0,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,166,832,0,0,0,0,0,0,0,832,0,0,1,1,42,1,0,0,2,0,0,1,0,5,848,64210,4233,0,0,3433,3557,9224,9745,19912,3909,24242,0,42,14
95,0,5,3133,1387,8545,1,5,1,1,1843,0,0,0,1843,1843,0,0,0,0,0,0,0,1843,0,1843,0,0,0,0,0,0,0,1843,0,0,0,0,1,24,2,0,0,1,0,0,0,0,9,381,111029,2725,455,0,2211,5337,4199,6661,10748,0,20586,978,24,55
96,0,2,1921,2768,34041,1,5,4,0,1296,0,0,0,1296,1296,0,0,0,0,0,0,0,1296,0,1296,0,0,0,0,0,0,0,1296,0,0,0,1,2,77,1,1,0,2,0,1,1,0,5,602,112573,4652,0,9317,7978,33915,16163,7380,50712,307,44824,85327,77,74
97,3,2,1264,3264,18585,1,12,3,1,5254,0,2627,650,1977,1977,3277,0,0,0,650,0,2627,1977,0,4604,2627,0,0,650,0,0,2627,1977,0,1,0,0,2,36,2,1,0,2,1,0,0,0,24,559,57521,3293,550,3765,4693,27616,0,0,31103,7680,31544,18297,36,36
98,2,2,1060,964,9483,4,4,1,1,1739,0,0,400,1339,446,1293,0,0,0,400,0,0,446,893,0,1739,0,0,0,400,0,0,0,1339,0,1,1,1,30,2,0,1,4,1,0,0,0,7,239,24593,0,0,0,5266,0,0,5942,21148,9266,15327,0,30,12
99,0,3,4283,1710,6686,1,2,1,1,1847,560,0,0,1287,1287,560,0,560,0,0,0,0,1287,0,616,1847,0,560,0,0,0,0,0,1287,0,0,1,1,56,0,0,0,3,0,0,0,0,2,1623,167007,0,0,4236,2672,5462,0,0,14678,14350,53129,99528,56,77
100,0,2,7687,664,9700,3,9,3,1,3714,1178,0,650,1886,3714,0,1178,0,650,0,0,0,1886,0,3064,0,1178,0,650,0,0,0,1886,0,0,0,1,1,32,0,1,0,4,1,0,0,0,20,962,98990,0,713,0,3431,6336,0,0,23329,8161,34605,56224,32,7
101,0,2,5019,1314,9347,1,3,3,1,2430,1215,0,0,1215,2430,0,1215,0,0,0,0,0,1215,0,2430,0,1215,0,0,0,0,0,1215,0,0,0,1,1,36,2,1,0,3,1,0,0,0,24,766,78821,3141,525,4553,4414,7738,0,0,19740,5207,22661,50953,36,2
102,1,2,7578,787,10407,3,11,4,0,5772,1924,0,250,3598,5522,250,1924,0,0,250,0,0,3598,0,5522,2174,0,1924,0,250,0,0,3598,0,0,0,0,2,46,2,1,0,4,1,0,0,0,23,934,141590,1306,382,6634,1025,3743,0,11599,19142,0,18893,39733,46,13
103,0,2,3167,2105,32270,6,9,3,1,8906,0,2440,650,5816,5816,3090,0,0,0,650,0,2440,5816,0,8256,3090,0,0,0,650,0,2440,5816,0,0,0,1,1,54,2,0,0,4,1,0,0,0,24,1201,123583,5416,905,0,12748,40654,0,0,56703,0,59377,64206,54,14
104,2,2,1350,292,4459,2,2,1,1,4170,0,2085,250,1835,1223,2947,0,0,0,250,0,2085,1223,612,0,4170,0,0,0,250,0,2085,0,1835,0,0,1,1,66,1,0,0,1,0,1,0,0,8,449,46202,1437,0,2878,2464,0,0,1821,10929,4651,23350,18201,66,4
105,3,2,562,4312,16675,2,4,1,1,704,0,0,0,704,141,563,0,0,0,0,0,0,141,563,282,704,0,0,0,0,0,0,0,704,0,0,1,1,64,2,1,1,6,1,1,1,0,14,284,29224,0,0,4437,3148,24926,0,0,28820,5465,19976,3783,64,6
106,0,2,5643,671,6225,3,4,1,1,1653,0,525,0,1128,1128,525,0,0,0,0,0,525,1128,0,551,1653,0,0,0,0,0,525,0,1128,0,0,0,1,30,0,0,0,3,1,0,0,1,9,1363,140253,2583,0,0,2361,1312,0,0,17567,8610,31877,99766,30,10
107,0,5,4466,1797,4680,4,7,1,1,568,0,0,0,568,568,0,0,0,0,0,0,0,568,0,568,0,0,0,0,0,0,0,568,0,0,0,0,2,24,2,0,0,1,1,0,0,0,10,198,20374,0,676,0,3962,6087,0,0,5919,2137,4065,14172,24,34
108,2,2,956,761,12795,4,8,3,1,2636,0,0,400,2236,1917,719,0,0,0,400,0,0,1917,319,1030,1606,0,0,0,400,0,0,1030,1206,0,0,0,1,41,2,1,0,2,1,0,0,0,20,514,52891,3770,630,0,13140,2634,0,2352,25531,6744,33065,13082,41,49
109,2,2,1696,1079,4019,4,3,2,1,2898,0,1449,400,1049,450,2448,0,0,0,400,0,1449,450,599,0,2898,0,0,0,400,0,1449,0,1049,0,0,0,1,68,1,0,0,1,0,1,0,0,5,415,42704,0,466,0,1191,0,0,3548,8974,9978,32726,0,68,25
110,0,2,4542,1914,11040,3,2,3,1,1885,858,0,0,1027,1885,0,858,0,0,0,0,0,1027,0,1885,0,858,0,0,0,0,0,1027,0,0,0,1,2,33,2,1,0,6,1,0,0,0,7,899,92507,0,482,3299,4957,11568,0,0,21143,17018,32693,42796,33,2
111,0,2,5429,1266,20949,1,9,3,1,8316,0,2772,400,5144,5144,3172,0,0,0,400,0,2772,5144,0,7916,3172,0,0,0,400,0,2772,5144,0,0,0,0,1,58,1,1,0,2,1,0,0,0,24,57,5823,3301,551,0,10998,11583,7193,17287,24417,5823,0,0,58,58
112,0,2,6312,959,2645,1,3,1,1,2268,1134,0,0,1134,1134,1134,0,1134,0,0,0,0,1134,0,454,2268,0,1134,0,0,0,0,0,1134,0,0,0,1,53,2,0,0,1,1,0,0,0,2,1112,114383,0,0,0,1775,746,0,0,6503,4922,24711,84750,53,2
113,0,2,6343,1025,6465,1,1,3,1,4000,0,2000,400,1600,1600,2400,0,0,0,400,0,2000,1600,0,3600,2400,0,0,0,400,0,2000,1600,0,0,0,1,1,69,0,0,0,1,0,1,0,0,3,995,102420,1752,0,4450,2948,4179,0,0,14933,0,14593,87827,69,4
114,0,2,6549,764,9854,2,1,2,0,8468,2117,0,0,6351,6351,2117,0,2117,0,0,0,0,6351,0,0,8468,0,2117,0,0,0,0,0,6351,0,0,1,2,52,2,0,0,5,1,0,0,0,24,478,69198,1661,0,0,7868,0,0,0,25754,6913,41025,76039,52,27
115,0,2,4864,1530,11836,3,5,2,1,1946,323,0,650,973,1946,0,323,0,650,0,0,0,973,0,162,1946,0,323,0,650,0,0,0,973,0,0,0,2,61,2,1,0,2,1,0,0,0,17,722,74294,3643,608,4164,8774,2214,0,0,29396,4878,23918,45498,61,56
116,0,3,7385,524,2132,3,1,1,0,1528,480,0,0,1048,1048,480,0,480,0,0,0,0,1048,0,255,1528,0,480,0,0,0,0,0,1048,0,0,1,1,70,1,0,0,1,0,1,0,0,10,404,94771,0,373,0,2296,479,0,0,4498,3623,24851,47337,70,6
117,0,1,4443,357,12337,3,5,1,0,840,0,0,0,840,672,168,0,0,0,0,0,0,672,168,0,840,0,0,0,0,0,0,0,840,0,0,0,1,70,1,0,0,1,0,1,1,1,3,34,35160,3468,0,0,4929,0,9188,13531,14446,0,7678,47198,70,55
118,0,3,7327,304,15973,2,7,2,1,5043,2288,0,400,2355,4586,457,2231,57,0,400,0,0,2355,0,0,5043,0,2288,0,400,0,0,0,2355,1,0,0,1,51,0,0,0,2,1,0,0,0,15,856,35295,2113,618,4232,3623,0,11424,15249,24204,8777,45624,29429,51,23
119,0,2,5858,854,7631,3,9,3,1,2726,875,0,0,1851,1851,875,0,875,0,0,0,0,1851,0,2726,875,0,875,0,0,0,0,1851,0,1,0,1,2,27,2,1,0,3,0,0,0,0,17,1111,114366,0,717,0,3103,4522,0,0,18412,18629,35853,59884,27,1
120,3,5,1044,3422,14454,1,4,1,1,832,0,0,0,832,832,0,0,0,0,0,0,0,832,0,832,0,0,0,0,0,0,0,832,0,0,0,0,2,31,2,0,0,2,1,0,0,0,5,103,54846,0,620,0,3633,21372,8087,4172,12054,0,0,61193,31,15
121,0,2,7882,626,3630,3,7,4,1,4719,2313,0,400,2006,4319,400,2313,0,0,400,0,0,2006,0,4319,400,2313,0,0,400,0,0,2006,0,0,0,0,2,50,2,0,0,1,1,0,0,0,12,581,59785,0,0,2626,2100,2095,0,0,8191,4025,10785,44975,50,29
122,0,2,6085,1188,7963,3,1,1,1,2838,946,946,0,946,946,1892,0,946,0,0,0,946,946,0,811,2838,0,946,0,0,0,946,0,946,0,0,0,1,55,1,1,1,2,1,0,0,0,16,1121,115392,0,707,0,7028,4087,0,0,16055,11157,18005,86230,55,55
123,0,2,8008,52,6014,3,1,2,1,793,0,0,0,793,793,0,0,0,0,0,0,0,793,0,793,0,0,0,0,0,0,0,793,0,0,0,1,1,63,1,1,0,2,0,1,0,1,5,262,26960,0,0,5105,3390,304,0,0,16826,5357,8645,12958,63,69
124,0,2,6312,909,7615,2,3,2,1,3750,1250,1250,250,1000,2250,1500,1250,0,0,250,0,1250,1000,0,3500,1500,1250,0,0,250,0,1250,1000,0,0,0,1,2,82,1,1,0,2,0,1,0,0,10,377,103096,0,0,3158,3671,5611,7758,0,8942,0,26890,0,82,81
125,0,2,6364,1009,6136,1,2,3,1,4114,980,980,0,2154,3134,980,980,0,0,0,0,980,2154,0,4114,980,980,0,0,0,0,980,2154,0,0,0,1,1,86,1,1,0,2,0,1,0,0,7,1822,187450,2981,0,0,5644,3812,0,0,11480,7516,30867,149067,86,85
126,2,4,1071,931,4505,4,2,1,1,651,0,0,0,651,326,326,0,0,0,0,0,0,326,326,0,651,0,0,0,0,0,0,0,651,0,0,1,1,56,2,0,0,6,1,0,0,0,7,496,51038,0,0,0,1795,0,0,2385,11191,17589,33449,0,56,4
127,1,5,4808,1420,12029,1,4,1,1,1437,0,0,0,1437,1437,0,0,0,0,0,0,0,1437,0,411,1437,0,0,0,0,0,0,0,1437,0,0,1,1,29,1,0,1,8,0,1,1,0,4,537,55265,0,0,0,3287,8485,0,4926,24343,0,24584,30681,29,6
128,4,2,217,3988,20357,4,3,1,1,2759,0,0,400,2359,2359,400,0,0,0,400,0,0,2359,0,2359,400,0,0,0,400,0,0,2359,0,0,0,1,1,26,2,0,0,6,1,0,0,0,13,0,0,0,0,0,6170,33089,13659,2779,13762,0,0,0,26,26
129,2,2,962,629,14749,4,9,1,1,3507,0,0,650,2857,0,3507,0,0,0,650,0,0,0,2857,982,2525,0,0,0,650,0,0,982,1875,1,0,1,1,48,0,1,0,4,1,0,0,0,24,842,86642,3988,666,0,12671,3832,0,0,33821,15693,63146,7803,48,19
130,0,2,1485,2654,6430,2,6,1,1,1300,0,0,0,1300,1300,0,0,0,0,0,0,0,1300,0,1300,0,0,0,0,0,0,0,1300,0,0,0,1,1,72,1,0,0,1,0,1,0,1,3,461,47437,0,0,3863,3090,5439,0,2620,10790,5429,27258,14750,72,24
131,2,1,1021,1086,2139,2,5,1,1,1127,0,0,0,1127,1127,0,0,0,0,0,0,0,1127,0,1127,0,0,0,0,0,0,0,1127,0,0,0,1,1,90,1,0,1,2,1,1,0,0,6,344,35357,0,0,0,1192,1551,0,0,4556,10177,16423,8757,90,47
132,2,3,924,1102,2149,4,3,1,1,613,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,613,0,0,0,0,0,0,0,613,0,0,1,2,25,2,1,1,4,1,0,0,0,5,98,10084,0,0,0,1885,0,0,0,5447,3475,6609,0,25,10
133,0,2,9089,249,7165,3,9,4,0,2770,1352,0,0,1418,1418,1352,0,1352,0,0,0,0,1418,0,0,2770,0,1352,0,0,0,0,0,1418,0,0,0,2,42,2,1,0,3,1,0,0,0,11,304,214855,3254,543,4716,2975,0,0,0,21472,0,3574,109598,42,2
134,2,2,1865,2350,9503,4,3,3,1,3838,0,1881,0,1957,978,2859,0,0,0,0,0,1881,978,978,1155,3249,0,0,0,0,0,1881,589,1368,0,1,1,1,45,1,0,0,1,0,0,0,0,8,469,48260,1804,528,4580,2889,6795,0,1090,21650,0,23837,24423,45,24
135,0,2,5272,1059,15652,3,9,3,1,3312,696,696,400,1520,1520,1792,0,696,0,400,0,696,1520,0,2912,1792,0,696,0,400,0,696,1520,0,0,0,0,1,44,2,1,0,5,1,0,0,0,24,1226,126155,0,572,0,6656,10796,0,1948,34005,21339,47215,57601,44,9
136,0,2,6609,150,26101,2,7,4,1,2108,0,0,400,1708,1708,400,0,0,0,400,0,0,1708,0,1708,400,0,0,0,400,0,0,1708,0,0,0,0,2,50,2,1,0,2,1,0,0,0,23,1488,44350,8997,823,7143,4198,580,15208,17707,51364,4723,7950,56786,50,50
137,0,2,2949,2401,29812,1,9,4,1,8736,2184,2184,650,3718,5902,2834,2184,0,0,650,0,2184,3718,0,8086,2834,2184,0,0,650,0,2184,3718,0,1,0,1,1,65,1,1,0,2,1,1,0,0,24,297,30607,8474,775,0,12443,29606,9205,0,50465,4839,0,25768,65,65
138,0,2,3187,2129,17506,1,4,4,1,1848,0,0,400,1448,1848,0,0,0,400,0,0,0,1448,0,869,1848,0,0,0,400,0,0,0,1448,0,0,1,2,62,1,1,0,6,1,1,1,0,10,207,47323,4777,0,5462,2140,7653,18034,0,31905,2893,15375,91174,62,5
139,0,5,4257,1586,8627,2,5,1,1,866,0,0,0,866,866,0,0,0,0,0,0,0,866,0,650,866,0,0,0,0,0,0,0,866,0,0,1,2,22,2,1,1,4,1,0,0,0,12,47,4875,0,0,0,4843,12767,0,0,11825,4875,0,0,22,23
140,0,2,4758,1454,8968,3,5,2,1,5208,0,1736,250,3222,3222,1986,0,0,0,250,0,1736,3222,0,4958,1986,0,0,0,250,0,1736,3222,0,0,0,1,2,73,1,1,0,2,0,1,0,0,11,1462,150440,0,616,4219,6339,5072,0,0,19188,17342,27987,105111,73,72
141,0,2,6004,913,23055,6,2,4,0,8990,1798,1798,0,5394,6743,2248,1349,450,0,0,0,1798,5394,0,1124,8990,0,1798,0,0,0,1798,0,5394,0,0,1,2,46,2,0,0,2,1,1,0,0,5,853,99869,6635,1108,22758,21294,2622,0,0,54748,14467,24216,0,46,75
142,0,4,3802,1555,4824,4,4,1,1,650,0,0,0,650,650,0,0,0,0,0,0,0,650,0,0,650,0,0,0,0,0,0,0,650,0,0,0,2,40,2,0,1,3,1,0,0,0,7,325,33443,0,0,0,4315,0,0,0,12144,3501,6658,23284,40,17
143,0,2,5082,1344,15019,3,1,2,1,4084,1188,520,0,2376,2636,1448,0,1188,0,0,260,260,2376,0,1815,4084,0,1188,0,0,0,520,0,2376,0,0,1,1,39,2,0,0,4,1,0,1,1,5,704,72405,4662,0,5330,4262,4028,0,6781,36174,0,19348,53057,39,4
144,2,2,1242,1614,8033,4,3,4,1,1904,0,952,0,952,952,952,0,0,0,0,0,952,952,0,0,1904,0,0,0,0,0,952,0,952,0,0,1,1,40,1,1,0,4,0,1,0,0,7,296,30462,0,0,0,5290,0,0,0,22119,6603,12556,11303,40,6
145,0,2,5878,1212,12155,3,1,3,1,4230,1410,1410,0,1410,1410,2820,0,1410,0,0,0,1410,1410,0,4230,2820,0,1410,0,0,0,1410,1410,0,0,0,1,1,50,1,1,0,4,1,1,0,0,7,1103,113540,0,719,4924,4217,8984,0,0,28272,13566,30033,69941,50,16
146,0,2,4262,1911,14375,3,3,2,1,5952,1984,1984,250,1734,3472,2480,1488,496,250,0,0,1984,1734,0,1715,3942,1488,496,0,250,0,1984,522,1212,0,0,1,1,71,1,1,0,2,0,1,0,0,9,649,66782,0,738,5054,7880,9454,8767,0,22945,8111,0,58671,71,72
147,0,1,3521,1823,5969,3,1,1,1,460,0,0,0,460,460,0,0,0,0,0,0,0,460,0,307,460,0,0,0,0,0,0,0,460,0,0,0,2,54,1,0,0,1,0,0,1,1,1,1486,38793,3097,0,0,3032,3422,4773,1479,7660,10051,19920,104752,54,72
148,0,2,3296,1587,7019,2,6,1,1,1824,912,0,0,912,912,912,0,912,0,0,0,0,912,0,1824,912,0,912,0,0,0,0,912,0,0,0,0,2,34,2,0,0,1,0,0,0,0,11,235,24223,2612,436,0,2557,7326,4025,0,10041,3005,0,21218,34,4
149,2,1,986,572,2799,3,4,1,0,1008,0,0,0,1008,1008,0,0,0,0,0,0,0,1008,0,0,1008,0,0,0,0,0,0,0,1008,0,0,1,1,65,1,0,1,2,0,1,0,1,5,1001,77146,0,0,0,3133,0,0,0,6418,8849,11319,0,65,16
150,0,2,3041,2194,27495,2,7,4,0,4692,0,2346,400,1946,1946,2746,0,0,0,400,0,2346,1946,0,4292,2746,0,0,0,400,0,2346,1946,0,0,0,0,2,41,2,1,0,4,1,0,0,0,16,837,59888,4331,723,12557,7050,17114,18905,0,50744,0,34649,105338,41,6
151,0,3,4488,1409,9201,1,2,1,1,3530,1100,0,0,2430,2430,1100,0,1100,0,0,0,0,2430,0,0,3530,0,1100,0,0,0,0,0,2430,0,0,1,1,46,2,0,1,3,0,0,0,0,7,746,76773,0,0,0,5495,0,0,0,25899,5164,19121,52488,46,26
152,4,4,608,3370,5667,4,5,1,1,455,0,0,0,455,455,0,0,0,0,0,0,0,455,0,455,0,0,0,0,0,0,0,455,0,0,0,1,2,59,0,1,0,3,1,0,0,0,15,203,38456,1259,210,0,1151,6487,4757,1030,5911,8417,13695,0,59,24
153,0,2,5193,1088,11927,1,1,1,1,2695,275,750,0,1670,1670,1025,0,275,0,0,0,750,1670,0,1155,2695,0,275,0,0,0,750,0,1670,1,1,0,2,33,2,1,0,2,1,0,0,0,9,1187,122142,4555,0,0,4374,2961,9928,2584,20848,7284,0,114858,33,33
154,0,2,6595,724,4122,2,1,1,1,2692,864,0,0,1828,1828,864,0,864,0,0,0,0,1828,0,1346,2692,0,864,0,0,0,0,0,1828,0,0,0,1,67,2,0,0,1,1,0,0,0,13,1419,146015,0,483,0,5950,900,0,1825,5389,3900,19578,122537,67,13
155,4,2,1171,2707,12811,2,9,1,1,4200,0,2100,400,1700,1700,2500,0,0,0,400,0,2100,1700,0,3800,2500,0,0,0,400,0,2100,1700,0,0,0,0,2,32,2,0,0,1,1,0,0,0,10,13,78719,3381,565,0,3092,15654,7379,4906,12680,0,40108,19931,32,4
156,0,2,4568,122,11386,2,9,4,0,1606,0,0,0,1606,1606,0,0,0,0,0,0,0,1606,0,0,1606,0,0,0,0,0,0,0,1606,0,0,0,2,56,2,0,0,1,1,0,0,0,18,1163,42704,4828,806,0,9362,0,7439,2578,19470,17589,24711,9590,56,56
157,2,2,3260,28,4973,4,3,3,1,2177,0,0,0,2177,2177,0,0,0,0,0,0,0,2177,0,0,2177,0,0,0,0,0,0,0,2177,0,0,0,1,36,2,1,0,2,1,0,0,0,24,502,51656,2504,418,0,2405,0,0,1150,13413,0,24911,26745,36,36
158,0,2,5110,1255,7348,3,6,2,1,2116,0,0,400,1716,1716,400,0,0,0,400,0,0,1716,0,1716,400,0,0,0,400,0,0,1716,0,0,0,1,2,45,2,1,1,2,1,0,0,0,12,746,76763,0,778,0,1987,4715,0,0,18369,11945,19278,45540,45,39
159,0,2,3653,1685,19845,2,8,4,0,1430,0,0,0,1430,1430,0,0,0,0,0,0,0,1430,0,1430,0,0,0,0,0,0,0,1430,0,0,0,1,2,44,2,1,0,2,1,0,0,0,7,551,28862,5287,883,0,4289,15050,16318,12839,19216,0,28753,0,44,36
160,0,4,4914,1164,2255,4,2,1,1,2832,0,0,0,2832,0,2832,0,0,0,0,0,0,0,2832,1416,2832,0,0,0,0,0,0,0,2832,0,0,1,2,71,0,0,0,1,1,1,0,0,6,320,32887,0,0,0,980,1033,0,0,5680,0,0,32887,71,31
161,0,2,2133,2271,14451,2,1,1,1,5600,0,1500,0,4100,4100,1500,0,0,0,0,0,1500,4100,0,5600,1500,0,0,0,0,0,1500,4100,0,0,0,1,1,82,1,0,0,1,0,1,0,0,7,657,67605,3587,599,5200,3512,17962,3831,1280,22722,0,0,67605,82,2
162,0,1,4611,975,10916,3,6,1,1,530,0,0,0,530,530,0,0,0,0,0,0,0,530,0,177,530,0,0,0,0,0,0,0,530,0,0,1,1,25,1,1,1,2,1,0,0,0,5,1236,42395,0,0,0,4433,4715,9869,9866,8362,0,27258,13823,25,24
163,0,5,6032,1125,3050,1,4,1,1,591,0,0,0,591,591,0,0,0,0,0,0,0,591,0,591,0,0,0,0,0,0,0,591,0,0,0,1,2,64,1,0,0,1,0,1,0,0,4,778,80097,0,0,0,3635,2038,0,0,4733,5414,10296,64387,64,27
164,0,2,5854,857,4897,3,1,3,1,2470,412,412,0,1647,2058,412,412,0,0,0,0,412,1647,0,706,2470,0,412,0,0,0,412,0,1647,0,0,1,1,39,1,1,0,2,0,0,0,0,11,1277,131403,2291,383,0,2243,2768,0,0,11698,0,36520,94883,39,38
165,0,5,5612,1304,5173,1,5,1,1,990,0,0,0,990,990,0,0,0,0,0,0,0,990,0,198,990,0,0,0,0,0,0,0,990,0,0,1,2,22,1,1,0,4,1,0,0,0,7,819,84275,0,0,0,3370,3101,0,0,11179,11415,21707,51153,22,1
166,0,2,1667,3401,20411,4,5,1,1,1745,0,0,0,1745,1745,0,0,0,0,0,0,0,1745,0,1745,0,0,0,0,0,0,0,1745,0,0,0,1,2,56,2,1,1,5,1,0,0,0,11,515,52994,0,636,5521,6200,30509,0,6684,26249,18137,34857,0,56,28
167,0,2,4156,808,35308,3,9,4,0,4976,1144,1144,400,2288,3224,1752,1144,0,0,400,0,1144,2080,208,4576,1544,1144,0,0,400,0,1144,2288,0,0,0,0,2,45,2,1,0,4,1,0,0,0,24,650,152909,8468,775,6723,16205,14243,14294,13528,62201,0,30304,25008,45,12
168,4,2,193,4136,24178,4,5,2,0,1672,0,0,250,1422,1422,250,0,0,0,250,0,0,1422,0,1422,0,0,0,250,0,0,0,1422,0,1,0,1,1,37,2,1,0,4,1,0,0,0,10,262,111338,4356,727,0,4758,28906,19012,2701,27119,0,14312,53638,37,8
169,0,2,7120,971,10710,3,3,1,1,1800,900,0,0,900,1800,0,900,0,0,0,0,0,900,0,1800,900,0,900,0,0,0,0,900,0,0,0,0,2,32,2,1,0,1,1,0,0,0,23,1019,104855,0,765,0,8786,5985,0,0,21772,11804,22780,70271,32,12
170,0,1,2959,2274,23855,3,9,4,0,1248,0,0,0,1248,312,936,0,0,0,0,0,0,312,936,1248,0,0,0,0,0,0,0,1248,0,0,0,1,2,41,1,1,0,2,0,0,1,0,6,517,105681,12019,1099,7526,2808,21930,14346,2858,39451,7618,9387,84179,41,41
171,0,2,7444,75,5165,4,2,4,0,1216,0,0,0,1216,811,405,0,0,0,0,0,0,811,405,0,1216,0,0,0,0,0,0,0,1216,0,0,0,2,59,2,1,1,2,1,0,0,0,10,1216,67400,0,0,3403,2415,0,0,5143,10065,0,29140,32745,59,56
172,0,2,4752,1424,11627,4,8,3,1,7560,2520,0,650,4390,6910,650,2520,0,0,650,0,0,4390,0,6910,650,2520,0,0,650,0,0,4390,0,0,0,0,2,64,2,1,0,2,1,0,0,0,24,1060,109074,2558,427,0,4531,12996,0,1402,20742,7558,37058,64458,64,45
173,0,2,5214,946,13046,2,8,3,1,3881,870,0,400,2611,2829,1053,218,653,0,400,0,0,2611,0,3481,1270,0,870,0,400,0,0,2611,0,0,0,0,1,21,2,1,0,3,1,0,0,0,17,650,66885,0,533,4624,3123,3356,8514,0,29519,0,0,66885,21,22
174,0,2,7326,520,7999,3,10,2,0,3842,1064,1064,650,1064,2778,1064,1064,0,650,0,0,1064,1064,0,638,3842,0,1064,0,650,0,1064,0,1064,0,0,0,1,32,0,1,0,4,1,0,0,0,12,826,83349,2757,807,0,2164,1749,0,0,23380,2287,23850,61384,32,6
175,0,2,5475,703,8148,1,5,4,0,2376,1188,0,0,1188,1366,1010,891,297,0,0,0,0,475,713,475,2376,0,1188,0,0,0,0,0,1188,0,0,0,2,62,1,0,0,1,0,1,0,0,7,832,0,3187,0,4620,2585,804,4911,0,19501,15562,22143,0,62,17
176,0,2,1563,2511,38508,2,7,3,1,5374,0,1658,400,3316,3316,2058,0,0,0,400,0,1658,3316,0,4974,2058,0,0,0,400,0,1658,3316,0,0,0,1,2,62,1,1,0,3,1,1,0,0,24,0,0,5748,960,8333,15167,40047,14479,6630,55066,0,0,0,62,61
177,0,2,7320,764,6629,3,2,1,1,1812,906,0,0,906,1812,0,906,0,0,0,0,0,906,0,1812,906,0,906,0,0,0,0,906,0,0,0,1,2,49,2,1,0,3,1,0,1,0,12,772,79439,0,0,3179,4394,3186,0,1892,13146,7313,20717,51409,49,21
178,0,2,6072,801,2037,2,1,1,1,2184,728,0,0,1456,1456,728,0,728,0,0,0,0,1456,0,364,2184,0,728,0,0,0,0,0,1456,0,0,0,2,49,2,0,0,1,1,0,0,0,6,1662,171002,1828,0,0,1790,510,0,0,4651,5135,25783,140084,49,45
179,1,5,5493,1135,4238,1,4,3,1,666,0,0,0,666,666,0,0,0,0,0,0,0,666,0,222,666,0,0,0,0,0,0,0,666,0,0,0,1,66,1,0,0,1,0,1,0,0,8,559,32414,0,0,0,920,1005,3261,5340,3934,13157,28606,29839,66,1
180,0,1,9234,0,7102,3,9,1,1,1624,0,0,0,1624,1624,0,0,0,0,0,0,0,1624,0,696,1624,0,0,0,0,0,0,0,1624,0,0,0,1,57,2,0,0,1,1,0,1,0,15,559,57521,0,629,5463,6134,10,0,0,18088,6326,9972,41223,57,1
181,0,3,7417,527,6187,2,1,2,1,4352,1088,1088,0,2176,2176,2176,0,1088,0,0,0,1088,2176,0,0,4352,0,1088,0,0,0,1088,0,2176,1,0,0,1,49,0,1,0,3,1,0,0,0,20,284,29224,1872,0,0,3211,0,0,0,17899,0,29224,0,49,14
182,2,2,1665,1482,6840,4,10,2,1,3100,0,0,400,2700,2700,400,0,0,0,400,0,0,2700,0,2700,400,0,0,0,400,0,0,2700,0,0,0,1,2,83,2,1,0,2,1,1,0,0,23,419,43115,0,523,0,5406,6493,0,2584,8855,3016,23932,16167,83,80
